breedID,speciesID,fname,breed_name
21,1,1136,Maine Coon
23,2,1137,newfoundland
16,2,1138,great pyrenees
31,2,1139,scottish terrier
5,2,1140,beagle
10,1,1141,British Shorthair
22,2,1142,miniature pinscher
21,1,1143,Maine Coon
26,2,1144,pug
2,2,1145,american bulldog
20,2,1146,leonberger
31,2,1147,scottish terrier
33,1,1148,Siamese
21,1,1149,Maine Coon
23,2,1150,newfoundland
8,1,1151,Bombay
4,2,1152,basset hound
21,1,1153,Maine Coon
6,1,1154,Bengal
34,1,1155,Sphynx
36,2,1156,wheaten terrier
21,1,1157,Maine Coon
2,2,1158,american bulldog
35,2,1159,staffordshire bull terrier
2,2,1160,american bulldog
8,1,1161,Bombay
9,2,1162,boxer
36,2,1163,wheaten terrier
8,1,1164,Bombay
11,2,1165,chihuahua
2,2,1166,american bulldog
3,2,1167,american pit bull terrier
19,2,1168,keeshond
15,2,1169,german shorthaired
14,2,1170,english setter
19,2,1171,keeshond
5,2,1172,beagle
10,1,1173,British Shorthair
29,2,1174,saint bernard
37,2,1175,yorkshire terrier
26,2,1176,pug
4,2,1177,basset hound
22,2,1178,miniature pinscher
11,2,1179,chihuahua
22,2,1180,miniature pinscher
28,1,1181,Russian Blue
6,1,1182,Bengal
37,2,1183,yorkshire terrier
11,2,1184,chihuahua
6,1,1185,Bengal
19,2,1186,keeshond
36,2,1187,wheaten terrier
20,2,1188,leonberger
22,2,1189,miniature pinscher
27,1,1190,Ragdoll
20,2,1191,leonberger
10,1,1192,British Shorthair
9,2,1193,boxer
27,1,1194,Ragdoll
19,2,1195,keeshond
10,1,1196,British Shorthair
2,2,1197,american bulldog
9,2,1198,boxer
36,2,1199,wheaten terrier
8,1,1200,Bombay
23,2,1201,newfoundland
1,1,1202,Abyssinian
30,2,1203,samoyed
36,2,1204,wheaten terrier
1,1,1205,Abyssinian
3,2,1206,american pit bull terrier
28,1,1207,Russian Blue
36,2,1208,wheaten terrier
14,2,1209,english setter
19,2,1210,keeshond
26,2,1211,pug
10,1,1212,British Shorthair
31,2,1213,scottish terrier
30,2,1214,samoyed
2,2,1215,american bulldog
36,2,1216,wheaten terrier
33,1,1217,Siamese
23,2,1218,newfoundland
25,2,1219,pomeranian
14,2,1220,english setter
24,1,1221,Persian
24,1,1222,Persian
20,2,1223,leonberger
1,1,1224,Abyssinian
14,2,1225,english setter
4,2,1226,basset hound
20,2,1227,leonberger
33,1,1228,Siamese
29,2,1229,saint bernard
15,2,1230,german shorthaired
32,2,1231,shiba inu
34,1,1232,Sphynx
9,2,1233,boxer
34,1,1234,Sphynx
34,1,1235,Sphynx
15,2,1236,german shorthaired
20,2,1237,leonberger
37,2,1238,yorkshire terrier
14,2,1239,english setter
20,2,1240,leonberger
7,1,1241,Birman
24,1,1242,Persian
9,2,1243,boxer
18,2,1244,japanese chin
21,1,1245,Maine Coon
31,2,1246,scottish terrier
27,1,1247,Ragdoll
11,2,1248,chihuahua
3,2,1249,american pit bull terrier
10,1,1250,British Shorthair
7,1,1251,Birman
9,2,1252,boxer
20,2,1253,leonberger
25,2,1254,pomeranian
15,2,1255,german shorthaired
21,1,1256,Maine Coon
9,2,1257,boxer
24,1,1258,Persian
18,2,1259,japanese chin
30,2,1260,samoyed
26,2,1261,pug
17,2,1262,havanese
28,1,1263,Russian Blue
29,2,1264,saint bernard
12,1,1265,Egyptian Mau
14,2,1266,english setter
8,1,1267,Bombay
17,2,1268,havanese
26,2,1269,pug
19,2,1270,keeshond
4,2,1271,basset hound
20,2,1272,leonberger
36,2,1273,wheaten terrier
14,2,1274,english setter
14,2,1275,english setter
11,2,1276,chihuahua
8,1,1277,Bombay
37,2,1278,yorkshire terrier
13,2,1279,english cocker spaniel
1,1,1280,Abyssinian
11,2,1281,chihuahua
11,2,1282,chihuahua
1,1,1283,Abyssinian
6,1,1284,Bengal
1,1,1285,Abyssinian
36,2,1286,wheaten terrier
18,2,1287,japanese chin
2,2,1288,american bulldog
8,1,1289,Bombay
9,2,1290,boxer
35,2,1291,staffordshire bull terrier
33,1,1292,Siamese
10,1,1293,British Shorthair
29,2,1294,saint bernard
36,2,1295,wheaten terrier
25,2,1296,pomeranian
29,2,1297,saint bernard
30,2,1298,samoyed
6,1,1299,Bengal
2,2,1300,american bulldog
11,2,1301,chihuahua
32,2,1302,shiba inu
28,1,1303,Russian Blue
18,2,1304,japanese chin
25,2,1305,pomeranian
14,2,1306,english setter
30,2,1307,samoyed
36,2,1308,wheaten terrier
7,1,1309,Birman
9,2,1310,boxer
2,2,1311,american bulldog
16,2,1312,great pyrenees
24,1,1313,Persian
21,1,1314,Maine Coon
7,1,1315,Birman
25,2,1316,pomeranian
16,2,1317,great pyrenees
8,1,1318,Bombay
36,2,1319,wheaten terrier
26,2,1320,pug
19,2,1321,keeshond
28,1,1322,Russian Blue
35,2,1323,staffordshire bull terrier
30,2,1324,samoyed
12,1,1325,Egyptian Mau
27,1,1326,Ragdoll
10,1,1327,British Shorthair
12,1,1328,Egyptian Mau
27,1,1329,Ragdoll
35,2,1330,staffordshire bull terrier
17,2,1331,havanese
27,1,1332,Ragdoll
35,2,1333,staffordshire bull terrier
26,2,1334,pug
3,2,1335,american pit bull terrier
9,2,1336,boxer
23,2,1337,newfoundland
28,1,1338,Russian Blue
29,2,1339,saint bernard
27,1,1340,Ragdoll
31,2,1341,scottish terrier
25,2,1342,pomeranian
5,2,1343,beagle
15,2,1344,german shorthaired
11,2,1345,chihuahua
8,1,1346,Bombay
36,2,1347,wheaten terrier
3,2,1348,american pit bull terrier
31,2,1349,scottish terrier
29,2,1350,saint bernard
16,2,1351,great pyrenees
30,2,1352,samoyed
7,1,1353,Birman
5,2,1354,beagle
35,2,1355,staffordshire bull terrier
32,2,1356,shiba inu
20,2,1357,leonberger
29,2,1358,saint bernard
10,1,1359,British Shorthair
22,2,1360,miniature pinscher
5,2,1361,beagle
25,2,1362,pomeranian
1,1,1363,Abyssinian
10,1,1364,British Shorthair
4,2,1365,basset hound
9,2,1366,boxer
9,2,1367,boxer
33,1,1368,Siamese
3,2,1369,american pit bull terrier
5,2,1370,beagle
19,2,1371,keeshond
6,1,1372,Bengal
20,2,1373,leonberger
32,2,1374,shiba inu
13,2,1375,english cocker spaniel
1,1,1376,Abyssinian
18,2,1377,japanese chin
2,2,1378,american bulldog
19,2,1379,keeshond
7,1,1380,Birman
17,2,1381,havanese
26,2,1382,pug
25,2,1383,pomeranian
10,1,1384,British Shorthair
3,2,1385,american pit bull terrier
35,2,1386,staffordshire bull terrier
2,2,1387,american bulldog
17,2,1388,havanese
33,1,1389,Siamese
16,2,1390,great pyrenees
9,2,1391,boxer
27,1,1392,Ragdoll
14,2,1393,english setter
5,2,1394,beagle
31,2,1395,scottish terrier
35,2,1396,staffordshire bull terrier
16,2,1397,great pyrenees
17,2,1398,havanese
7,1,1399,Birman
25,2,1400,pomeranian
6,1,1401,Bengal
35,2,1402,staffordshire bull terrier
1,1,1403,Abyssinian
21,1,1404,Maine Coon
30,2,1405,samoyed
16,2,1406,great pyrenees
29,2,1407,saint bernard
28,1,1408,Russian Blue
14,2,1409,english setter
7,1,1410,Birman
30,2,1411,samoyed
24,1,1412,Persian
22,2,1413,miniature pinscher
29,2,1414,saint bernard
4,2,1415,basset hound
22,2,1416,miniature pinscher
16,2,1417,great pyrenees
14,2,1418,english setter
6,1,1419,Bengal
25,2,1420,pomeranian
37,2,1421,yorkshire terrier
26,2,1422,pug
16,2,1423,great pyrenees
1,1,1424,Abyssinian
7,1,1425,Birman
27,1,1426,Ragdoll
8,1,1427,Bombay
24,1,1428,Persian
14,2,1429,english setter
8,1,1430,Bombay
32,2,1431,shiba inu
17,2,1432,havanese
32,2,1433,shiba inu
36,2,1434,wheaten terrier
20,2,1435,leonberger
22,2,1436,miniature pinscher
14,2,1437,english setter
25,2,1438,pomeranian
17,2,1439,havanese
17,2,1440,havanese
3,2,1441,american pit bull terrier
37,2,1442,yorkshire terrier
17,2,1443,havanese
11,2,1444,chihuahua
3,2,1445,american pit bull terrier
18,2,1446,japanese chin
2,2,1447,american bulldog
20,2,1448,leonberger
21,1,1449,Maine Coon
2,2,1450,american bulldog
36,2,1451,wheaten terrier
4,2,1452,basset hound
21,1,1453,Maine Coon
17,2,1454,havanese
5,2,1455,beagle
18,2,1456,japanese chin
24,1,1457,Persian
12,1,1458,Egyptian Mau
22,2,1459,miniature pinscher
15,2,1460,german shorthaired
24,1,1461,Persian
11,2,1462,chihuahua
14,2,1463,english setter
30,2,1464,samoyed
11,2,1465,chihuahua
14,2,1466,english setter
6,1,1467,Bengal
6,1,1468,Bengal
30,2,1469,samoyed
36,2,1470,wheaten terrier
30,2,1471,samoyed
4,2,1472,basset hound
19,2,1473,keeshond
36,2,1474,wheaten terrier
37,2,1475,yorkshire terrier
23,2,1476,newfoundland
24,1,1477,Persian
2,2,1478,american bulldog
3,2,1479,american pit bull terrier
16,2,1480,great pyrenees
37,2,1481,yorkshire terrier
23,2,1482,newfoundland
3,2,1483,american pit bull terrier
35,2,1484,staffordshire bull terrier
1,1,1485,Abyssinian
3,2,1486,american pit bull terrier
2,2,1487,american bulldog
1,1,1488,Abyssinian
24,1,1489,Persian
15,2,1490,german shorthaired
5,2,1491,beagle
20,2,1492,leonberger
10,1,1493,British Shorthair
13,2,1494,english cocker spaniel
22,2,1495,miniature pinscher
4,2,1496,basset hound
7,1,1497,Birman
30,2,1498,samoyed
25,2,1499,pomeranian
15,2,1500,german shorthaired
7,1,1501,Birman
1,1,1502,Abyssinian
14,2,1503,english setter
19,2,1504,keeshond
17,2,1505,havanese
30,2,1506,samoyed
11,2,1507,chihuahua
26,2,1508,pug
31,2,1509,scottish terrier
9,2,1510,boxer
14,2,1511,english setter
18,2,1512,japanese chin
5,2,1513,beagle
6,1,1514,Bengal
30,2,1515,samoyed
1,1,1516,Abyssinian
9,2,1517,boxer
35,2,1518,staffordshire bull terrier
21,1,1519,Maine Coon
28,1,1520,Russian Blue
7,1,1521,Birman
18,2,1522,japanese chin
6,1,1523,Bengal
5,2,1524,beagle
28,1,1525,Russian Blue
25,2,1526,pomeranian
27,1,1527,Ragdoll
26,2,1528,pug
14,2,1529,english setter
16,2,1530,great pyrenees
9,2,1531,boxer
15,2,1532,german shorthaired
7,1,1533,Birman
36,2,1534,wheaten terrier
10,1,1535,British Shorthair
24,1,1536,Persian
27,1,1537,Ragdoll
36,2,1538,wheaten terrier
23,2,1539,newfoundland
28,1,1540,Russian Blue
12,1,1541,Egyptian Mau
26,2,1542,pug
20,2,1543,leonberger
28,1,1544,Russian Blue
9,2,1545,boxer
18,2,1546,japanese chin
3,2,1547,american pit bull terrier
9,2,1548,boxer
12,1,1549,Egyptian Mau
9,2,1550,boxer
18,2,1551,japanese chin
13,2,1552,english cocker spaniel
32,2,1553,shiba inu
35,2,1554,staffordshire bull terrier
6,1,1555,Bengal
23,2,1556,newfoundland
29,2,1557,saint bernard
33,1,1558,Siamese
13,2,1559,english cocker spaniel
9,2,1560,boxer
13,2,1561,english cocker spaniel
13,2,1562,english cocker spaniel
23,2,1563,newfoundland
1,1,1564,Abyssinian
15,2,1565,german shorthaired
36,2,1566,wheaten terrier
17,2,1567,havanese
30,2,1568,samoyed
22,2,1569,miniature pinscher
34,1,1570,Sphynx
5,2,1571,beagle
12,1,1572,Egyptian Mau
37,2,1573,yorkshire terrier
19,2,1574,keeshond
5,2,1575,beagle
21,1,1576,Maine Coon
23,2,1577,newfoundland
27,1,1578,Ragdoll
14,2,1579,english setter
33,1,1580,Siamese
14,2,1581,english setter
16,2,1582,great pyrenees
18,2,1583,japanese chin
5,2,1584,beagle
28,1,1585,Russian Blue
27,1,1586,Ragdoll
33,1,1587,Siamese
2,2,1588,american bulldog
19,2,1589,keeshond
11,2,1590,chihuahua
22,2,1591,miniature pinscher
1,1,1592,Abyssinian
26,2,1593,pug
32,2,1594,shiba inu
8,1,1595,Bombay
18,2,1596,japanese chin
2,2,1597,american bulldog
28,1,1598,Russian Blue
16,2,1599,great pyrenees
27,1,1600,Ragdoll
24,1,1601,Persian
33,1,1602,Siamese
36,2,1603,wheaten terrier
26,2,1604,pug
10,1,1605,British Shorthair
20,2,1606,leonberger
22,2,1607,miniature pinscher
14,2,1608,english setter
16,2,1609,great pyrenees
26,2,1610,pug
24,1,1611,Persian
1,1,1612,Abyssinian
28,1,1613,Russian Blue
34,1,1614,Sphynx
8,1,1615,Bombay
18,2,1616,japanese chin
33,1,1617,Siamese
15,2,1618,german shorthaired
33,1,1619,Siamese
6,1,1620,Bengal
27,1,1621,Ragdoll
25,2,1622,pomeranian
2,2,1623,american bulldog
6,1,1624,Bengal
33,1,1625,Siamese
33,1,1626,Siamese
4,2,1627,basset hound
21,1,1628,Maine Coon
8,1,1629,Bombay
28,1,1630,Russian Blue
6,1,1631,Bengal
2,2,1632,american bulldog
31,2,1633,scottish terrier
14,2,1634,english setter
30,2,1635,samoyed
26,2,1636,pug
1,1,1637,Abyssinian
17,2,1638,havanese
34,1,1639,Sphynx
31,2,1640,scottish terrier
33,1,1641,Siamese
29,2,1642,saint bernard
24,1,1643,Persian
33,1,1644,Siamese
16,2,1645,great pyrenees
21,1,1646,Maine Coon
14,2,1647,english setter
6,1,1648,Bengal
17,2,1649,havanese
12,1,1650,Egyptian Mau
31,2,1651,scottish terrier
2,2,1652,american bulldog
13,2,1653,english cocker spaniel
33,1,1654,Siamese
4,2,1655,basset hound
1,1,1656,Abyssinian
30,2,1657,samoyed
2,2,1658,american bulldog
8,1,1659,Bombay
3,2,1660,american pit bull terrier
3,2,1661,american pit bull terrier
2,2,1662,american bulldog
27,1,1663,Ragdoll
7,1,1664,Birman
37,2,1665,yorkshire terrier
37,2,1666,yorkshire terrier
17,2,1667,havanese
28,1,1668,Russian Blue
4,2,1669,basset hound
8,1,1670,Bombay
21,1,1671,Maine Coon
22,2,1672,miniature pinscher
3,2,1673,american pit bull terrier
26,2,1674,pug
12,1,1675,Egyptian Mau
35,2,1676,staffordshire bull terrier
2,2,1677,american bulldog
3,2,1678,american pit bull terrier
19,2,1679,keeshond
7,1,1680,Birman
2,2,1681,american bulldog
3,2,1682,american pit bull terrier
19,2,1683,keeshond
2,2,1684,american bulldog
4,2,1685,basset hound
26,2,1686,pug
16,2,1687,great pyrenees
13,2,1688,english cocker spaniel
7,1,1689,Birman
13,2,1690,english cocker spaniel
3,2,1691,american pit bull terrier
3,2,1692,american pit bull terrier
35,2,1693,staffordshire bull terrier
15,2,1694,german shorthaired
17,2,1695,havanese
32,2,1696,shiba inu
23,2,1697,newfoundland
10,1,1698,British Shorthair
37,2,1699,yorkshire terrier
14,2,1700,english setter
5,2,1701,beagle
27,1,1702,Ragdoll
15,2,1703,german shorthaired
3,2,1704,american pit bull terrier
25,2,1705,pomeranian
34,1,1706,Sphynx
25,2,1707,pomeranian
13,2,1708,english cocker spaniel
36,2,1709,wheaten terrier
14,2,1710,english setter
36,2,1711,wheaten terrier
13,2,1712,english cocker spaniel
7,1,1713,Birman
29,2,1714,saint bernard
29,2,1715,saint bernard
15,2,1716,german shorthaired
12,1,1717,Egyptian Mau
37,2,1718,yorkshire terrier
23,2,1719,newfoundland
24,1,1720,Persian
5,2,1721,beagle
11,2,1722,chihuahua
7,1,1723,Birman
37,2,1724,yorkshire terrier
37,2,1725,yorkshire terrier
10,1,1726,British Shorthair
27,1,1727,Ragdoll
28,1,1728,Russian Blue
24,1,1729,Persian
33,1,1730,Siamese
17,2,1731,havanese
29,2,1732,saint bernard
23,2,1733,newfoundland
23,2,1734,newfoundland
18,2,1735,japanese chin
19,2,1736,keeshond
10,1,1737,British Shorthair
3,2,1738,american pit bull terrier
15,2,1739,german shorthaired
19,2,1740,keeshond
37,2,1741,yorkshire terrier
7,1,1742,Birman
1,1,1743,Abyssinian
35,2,1744,staffordshire bull terrier
24,1,1745,Persian
15,2,1746,german shorthaired
25,2,1747,pomeranian
6,1,1748,Bengal
12,1,1749,Egyptian Mau
1,1,1750,Abyssinian
31,2,1751,scottish terrier
11,2,1752,chihuahua
2,2,1753,american bulldog
19,2,1754,keeshond
22,2,1755,miniature pinscher
8,1,1756,Bombay
30,2,1757,samoyed
9,2,1758,boxer
5,2,1759,beagle
21,1,1760,Maine Coon
8,1,1761,Bombay
20,2,1762,leonberger
32,2,1763,shiba inu
18,2,1764,japanese chin
3,2,1765,american pit bull terrier
19,2,1766,keeshond
28,1,1767,Russian Blue
19,2,1768,keeshond
8,1,1769,Bombay
12,1,1770,Egyptian Mau
33,1,1771,Siamese
30,2,1772,samoyed
32,2,1773,shiba inu
14,2,1774,english setter
27,1,1775,Ragdoll
32,2,1776,shiba inu
13,2,1777,english cocker spaniel
28,1,1778,Russian Blue
27,1,1779,Ragdoll
18,2,1780,japanese chin
12,1,1781,Egyptian Mau
7,1,1782,Birman
30,2,1783,samoyed
11,2,1784,chihuahua
33,1,1785,Siamese
30,2,1786,samoyed
29,2,1787,saint bernard
16,2,1788,great pyrenees
8,1,1789,Bombay
14,2,1790,english setter
32,2,1791,shiba inu
10,1,1792,British Shorthair
37,2,1793,yorkshire terrier
10,1,1794,British Shorthair
23,2,1795,newfoundland
22,2,1796,miniature pinscher
7,1,1797,Birman
22,2,1798,miniature pinscher
33,1,1799,Siamese
27,1,1800,Ragdoll
20,2,1801,leonberger
5,2,1802,beagle
30,2,1803,samoyed
15,2,1804,german shorthaired
2,2,1805,american bulldog
13,2,1806,english cocker spaniel
18,2,1807,japanese chin
12,1,1808,Egyptian Mau
18,2,1809,japanese chin
2,2,1810,american bulldog
27,1,1811,Ragdoll
34,1,1812,Sphynx
4,2,1813,basset hound
20,2,1814,leonberger
2,2,1815,american bulldog
7,1,1816,Birman
13,2,1817,english cocker spaniel
1,1,1818,Abyssinian
11,2,1819,chihuahua
2,2,1820,american bulldog
2,2,1821,american bulldog
33,1,1822,Siamese
19,2,1823,keeshond
3,2,1824,american pit bull terrier
4,2,1825,basset hound
2,2,1826,american bulldog
2,2,1827,american bulldog
7,1,1828,Birman
19,2,1829,keeshond
7,1,1830,Birman
29,2,1831,saint bernard
34,1,1832,Sphynx
28,1,1833,Russian Blue
21,1,1834,Maine Coon
14,2,1835,english setter
6,1,1836,Bengal
33,1,1837,Siamese
6,1,1838,Bengal
23,2,1839,newfoundland
27,1,1840,Ragdoll
10,1,1841,British Shorthair
37,2,1842,yorkshire terrier
29,2,1843,saint bernard
12,1,1844,Egyptian Mau
31,2,1845,scottish terrier
25,2,1846,pomeranian
31,2,1847,scottish terrier
3,2,1848,american pit bull terrier
9,2,1849,boxer
28,1,1850,Russian Blue
7,1,1851,Birman
29,2,1852,saint bernard
7,1,1853,Birman
13,2,1854,english cocker spaniel
28,1,1855,Russian Blue
2,2,1856,american bulldog
20,2,1857,leonberger
34,1,1858,Sphynx
27,1,1859,Ragdoll
21,1,1860,Maine Coon
20,2,1861,leonberger
17,2,1862,havanese
2,2,1863,american bulldog
13,2,1864,english cocker spaniel
1,1,1865,Abyssinian
17,2,1866,havanese
34,1,1867,Sphynx
6,1,1868,Bengal
1,1,1869,Abyssinian
27,1,1870,Ragdoll
32,2,1871,shiba inu
12,1,1872,Egyptian Mau
8,1,1873,Bombay
26,2,1874,pug
16,2,1875,great pyrenees
11,2,1876,chihuahua
29,2,1877,saint bernard
15,2,1878,german shorthaired
20,2,1879,leonberger
36,2,1880,wheaten terrier
33,1,1881,Siamese
21,1,1882,Maine Coon
5,2,1883,beagle
12,1,1884,Egyptian Mau
16,2,1885,great pyrenees
15,2,1886,german shorthaired
34,1,1887,Sphynx
32,2,1888,shiba inu
14,2,1889,english setter
11,2,1890,chihuahua
20,2,1891,leonberger
15,2,1892,german shorthaired
4,2,1893,basset hound
30,2,1894,samoyed
4,2,1895,basset hound
31,2,1896,scottish terrier
14,2,1897,english setter
12,1,1898,Egyptian Mau
25,2,1899,pomeranian
27,1,1900,Ragdoll
16,2,1901,great pyrenees
34,1,1902,Sphynx
8,1,1903,Bombay
25,2,1904,pomeranian
3,2,1905,american pit bull terrier
18,2,1906,japanese chin
33,1,1907,Siamese
2,2,1908,american bulldog
33,1,1909,Siamese
27,1,1910,Ragdoll
18,2,1911,japanese chin
22,2,1912,miniature pinscher
21,1,1913,Maine Coon
20,2,1914,leonberger
9,2,1915,boxer
15,2,1916,german shorthaired
9,2,1917,boxer
15,2,1918,german shorthaired
37,2,1919,yorkshire terrier
28,1,1920,Russian Blue
12,1,1921,Egyptian Mau
14,2,1922,english setter
5,2,1923,beagle
26,2,1924,pug
27,1,1925,Ragdoll
25,2,1926,pomeranian
7,1,1927,Birman
18,2,1928,japanese chin
32,2,1929,shiba inu
3,2,1930,american pit bull terrier
23,2,1931,newfoundland
24,1,1932,Persian
1,1,1933,Abyssinian
5,2,1934,beagle
31,2,1935,scottish terrier
27,1,1936,Ragdoll
34,1,1937,Sphynx
35,2,1938,staffordshire bull terrier
25,2,1939,pomeranian
34,1,1940,Sphynx
32,2,1941,shiba inu
11,2,1942,chihuahua
24,1,1943,Persian
21,1,1944,Maine Coon
35,2,1945,staffordshire bull terrier
18,2,1946,japanese chin
36,2,1947,wheaten terrier
29,2,1948,saint bernard
18,2,1949,japanese chin
12,1,1950,Egyptian Mau
30,2,1951,samoyed
27,1,1952,Ragdoll
29,2,1953,saint bernard
26,2,1954,pug
35,2,1955,staffordshire bull terrier
18,2,1956,japanese chin
22,2,1957,miniature pinscher
23,2,1958,newfoundland
19,2,1959,keeshond
35,2,1960,staffordshire bull terrier
31,2,1961,scottish terrier
20,2,1962,leonberger
6,1,1963,Bengal
22,2,1964,miniature pinscher
18,2,1965,japanese chin
6,1,1966,Bengal
24,1,1967,Persian
13,2,1968,english cocker spaniel
13,2,1969,english cocker spaniel
37,2,1970,yorkshire terrier
34,1,1971,Sphynx
3,2,1972,american pit bull terrier
6,1,1973,Bengal
26,2,1974,pug
6,1,1975,Bengal
4,2,1976,basset hound
1,1,1977,Abyssinian
15,2,1978,german shorthaired
24,1,1979,Persian
20,2,1980,leonberger
21,1,1981,Maine Coon
27,1,1982,Ragdoll
37,2,1983,yorkshire terrier
5,2,1984,beagle
16,2,1985,great pyrenees
28,1,1986,Russian Blue
27,1,1987,Ragdoll
6,1,1988,Bengal
7,1,1989,Birman
31,2,1990,scottish terrier
19,2,1991,keeshond
23,2,1992,newfoundland
3,2,1993,american pit bull terrier
27,1,1994,Ragdoll
33,1,1995,Siamese
8,1,1996,Bombay
11,2,1997,chihuahua
19,2,1998,keeshond
30,2,1999,samoyed
5,2,2000,beagle
33,1,2001,Siamese
29,2,2002,saint bernard
19,2,2003,keeshond
18,2,2004,japanese chin
10,1,2005,British Shorthair
36,2,2006,wheaten terrier
5,2,2007,beagle
26,2,2008,pug
37,2,2009,yorkshire terrier
28,1,2010,Russian Blue
12,1,2011,Egyptian Mau
27,1,2012,Ragdoll
25,2,2013,pomeranian
6,1,2014,Bengal
13,2,2015,english cocker spaniel
15,2,2016,german shorthaired
30,2,2017,samoyed
21,1,2018,Maine Coon
27,1,2019,Ragdoll
14,2,2020,english setter
6,1,2021,Bengal
19,2,2022,keeshond
37,2,2023,yorkshire terrier
1,1,2024,Abyssinian
33,1,2025,Siamese
8,1,2026,Bombay
2,2,2027,american bulldog
32,2,2028,shiba inu
17,2,2029,havanese
12,1,2030,Egyptian Mau
5,2,2031,beagle
27,1,2032,Ragdoll
6,1,2033,Bengal
4,2,2034,basset hound
6,1,2035,Bengal
18,2,2036,japanese chin
31,2,2037,scottish terrier
22,2,2038,miniature pinscher
12,1,2039,Egyptian Mau
10,1,2040,British Shorthair
26,2,2041,pug
29,2,2042,saint bernard
20,2,2043,leonberger
14,2,2044,english setter
18,2,2045,japanese chin
22,2,2046,miniature pinscher
34,1,2047,Sphynx
13,2,2048,english cocker spaniel
28,1,2049,Russian Blue
16,2,2050,great pyrenees
17,2,2051,havanese
22,2,2052,miniature pinscher
4,2,2053,basset hound
2,2,2054,american bulldog
30,2,2055,samoyed
17,2,2056,havanese
11,2,2057,chihuahua
26,2,2058,pug
27,1,2059,Ragdoll
18,2,2060,japanese chin
34,1,2061,Sphynx
26,2,2062,pug
22,2,2063,miniature pinscher
8,1,2064,Bombay
5,2,2065,beagle
23,2,2066,newfoundland
6,1,2067,Bengal
13,2,2068,english cocker spaniel
6,1,2069,Bengal
23,2,2070,newfoundland
9,2,2071,boxer
18,2,2072,japanese chin
1,1,2073,Abyssinian
19,2,2074,keeshond
35,2,2075,staffordshire bull terrier
15,2,2076,german shorthaired
32,2,2077,shiba inu
1,1,2078,Abyssinian
25,2,2079,pomeranian
13,2,2080,english cocker spaniel
10,1,2081,British Shorthair
18,2,2082,japanese chin
9,2,2083,boxer
14,2,2084,english setter
27,1,2085,Ragdoll
37,2,2086,yorkshire terrier
28,1,2087,Russian Blue
23,2,2088,newfoundland
4,2,2089,basset hound
15,2,2090,german shorthaired
4,2,2091,basset hound
35,2,2092,staffordshire bull terrier
20,2,2093,leonberger
17,2,2094,havanese
11,2,2095,chihuahua
30,2,2096,samoyed
29,2,2097,saint bernard
31,2,2098,scottish terrier
35,2,2099,staffordshire bull terrier
11,2,2100,chihuahua
28,1,2101,Russian Blue
10,1,2102,British Shorthair
6,1,2103,Bengal
5,2,2104,beagle
28,1,2105,Russian Blue
15,2,2106,german shorthaired
32,2,2107,shiba inu
18,2,2108,japanese chin
16,2,2109,great pyrenees
32,2,2110,shiba inu
29,2,2111,saint bernard
27,1,2112,Ragdoll
17,2,2113,havanese
16,2,2114,great pyrenees
34,1,2115,Sphynx
3,2,2116,american pit bull terrier
5,2,2117,beagle
12,1,2118,Egyptian Mau
9,2,2119,boxer
32,2,2120,shiba inu
8,1,2121,Bombay
15,2,2122,german shorthaired
18,2,2123,japanese chin
11,2,2124,chihuahua
10,1,2125,British Shorthair
24,1,2126,Persian
21,1,2127,Maine Coon
18,2,2128,japanese chin
3,2,2129,american pit bull terrier
27,1,2130,Ragdoll
30,2,2131,samoyed
12,1,2132,Egyptian Mau
22,2,2133,miniature pinscher
35,2,2134,staffordshire bull terrier
35,2,2135,staffordshire bull terrier
24,1,2136,Persian
17,2,2137,havanese
31,2,2138,scottish terrier
11,2,2139,chihuahua
18,2,2140,japanese chin
5,2,2141,beagle
6,1,2142,Bengal
11,2,2143,chihuahua
35,2,2144,staffordshire bull terrier
29,2,2145,saint bernard
17,2,2146,havanese
24,1,2147,Persian
33,1,2148,Siamese
27,1,2149,Ragdoll
37,2,2150,yorkshire terrier
32,2,2151,shiba inu
8,1,2152,Bombay
25,2,2153,pomeranian
36,2,2154,wheaten terrier
33,1,2155,Siamese
12,1,2156,Egyptian Mau
19,2,2157,keeshond
23,2,2158,newfoundland
32,2,2159,shiba inu
14,2,2160,english setter
1,1,2161,Abyssinian
13,2,2162,english cocker spaniel
33,1,2163,Siamese
22,2,2164,miniature pinscher
26,2,2165,pug
23,2,2166,newfoundland
11,2,2167,chihuahua
3,2,2168,american pit bull terrier
10,1,2169,British Shorthair
22,2,2170,miniature pinscher
18,2,2171,japanese chin
4,2,2172,basset hound
33,1,2173,Siamese
20,2,2174,leonberger
15,2,2175,german shorthaired
6,1,2176,Bengal
29,2,2177,saint bernard
14,2,2178,english setter
5,2,2179,beagle
8,1,2180,Bombay
14,2,2181,english setter
22,2,2182,miniature pinscher
20,2,2183,leonberger
20,2,2184,leonberger
33,1,2185,Siamese
10,1,2186,British Shorthair
2,2,2187,american bulldog
2,2,2188,american bulldog
12,1,2189,Egyptian Mau
14,2,2190,english setter
28,1,2191,Russian Blue
18,2,2192,japanese chin
10,1,2193,British Shorthair
6,1,2194,Bengal
3,2,2195,american pit bull terrier
29,2,2196,saint bernard
19,2,2197,keeshond
26,2,2198,pug
1,1,2199,Abyssinian
